Brand,Model,Segment,Seats,Range(km),Efficiency(Wh/km),Weight(kg),0-100(sec),1-Stop Range(km),Battery(kWh),Fastcharge(kW),Towing(kg),Cargo Volume(L),Price/range(/km),Price($)
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY24),E,5,450 km,201 Wh/km,2540 kg,3.5 sec,491 km,90.6 kWh,141 kW,1700 kg,430 L,€267 /km,"€110,706"
NIO,EL8 Standard Range,F,6,360 km,204 Wh/km,2613 kg,4.1 sec,388 km,73.5 kWh,110 kW,2000 kg,265 L,€258 /km,"€94,900"
Abarth,600e Turismo,B,5,280 km,181 Wh/km,1700 kg,6.2 sec,293 km,50.8 kWh,79 kW,0 kg,360 L,€159 /km,"€44,990"
Volkswagen,ID.5 Pure (MY26),C,5,320 km,163 Wh/km,1963 kg,8.9 sec,359 km,52.0 kWh,87 kW,1000 kg,549 L,€145 /km,"€45,270"
Volkswagen,ID.5 Pro,C,5,430 km,179 Wh/km,2117 kg,10.4 sec,459 km,77.0 kWh,125 kW,1000 kg,549 L,€119 /km,"€46,515"
Opel,Vivaro-e Combi L 75 kWh,N,9,265 km,260 Wh/km,2161 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,912 L,€220 /km,"€57,775"
VinFast,VF 6 Plus,D,5,310 km,192 Wh/km,2113 kg,8.9 sec,318 km,59.6 kWh,90 kW,0 kg,unknown,€128 /km,"€38,990"
Mercedes-Benz,EQA 250+,C,5,420 km,168 Wh/km,2055 kg,9.1 sec,414 km,70.5 kWh,90 kW,0 kg,340 L,€136 /km,"€55,960"
Porsche,Taycan Plus Sport Turismo,F,5,530 km,183 Wh/km,2270 kg,4.8 sec,684 km,97.0 kWh,262 kW,0 kg,530 L,€206 /km,"€108,124"
Ford,e-Tourneo Custom L2 160 kW,N,8,235 km,272 Wh/km,2602 kg,9.0 sec,233 km,64.0 kWh,70 kW,2000 kg,672 L,€295 /km,"€67,771"
Lancia,Ypsilon 54 kWh HF (MY25),B,5,305 km,167 Wh/km,1631 kg,5.6 sec,327 km,50.8 kWh,85 kW,0 kg,309 L,€134 /km,"€40,950"
Citroën,ë-Berlingo Multispace,N,5,100 km,205 Wh/km,1679 kg,19.5 sec,105 km,20.5 kWh,30 kW,unknown,1350 L,€317 /km,"€31,670"
Smart,EQ forfour,A,4,95 km,176 Wh/km,1200 kg,12.7 sec,65 km,16.7 kWh,0 kW,0 kg,185 L,€237 /km,"€22,600"
Abarth,500e Scorpionissima,B,4,225 km,168 Wh/km,1410 kg,7.0 sec,251 km,37.8 kWh,67 kW,0 kg,185 L,€195 /km,"€43,000"
Mercedes-Benz,EQE AMG 43 4MATIC (MY23),E,5,450 km,201 Wh/km,2535 kg,4.2 sec,491 km,90.6 kWh,141 kW,750 kg,430 L,€240 /km,"€104,756"
Cadillac,VISTIQ 900 E4 (MY26),F,7,375 km,243 Wh/km,2899 kg,4.1 sec,365 km,91.0 kWh,100 kW,2000 kg,297 L,€290 /km,"€108,809"
Lexus,RZ 550e F SPORT (MY26),D,5,390 km,185 Wh/km,2135 kg,4.4 sec,425 km,72.0 kWh,110 kW,unknown,522 L,€198 /km,"€78,700"
DS,Automobiles DS 3 Crossback E-Tense,B,5,265 km,175 Wh/km,1598 kg,8.7 sec,288 km,46.3 kWh,78 kW,0 kg,350 L,€149 /km,"€39,440"
Polestar,2 Long Range Performance (MY25),D,5,450 km,176 Wh/km,2180 kg,4.2 sec,507 km,79.0 kWh,125 kW,1500 kg,448 L,€142 /km,"€63,490"
Porsche,Taycan 4,F,5,490 km,168 Wh/km,2245 kg,4.6 sec,611 km,82.3 kWh,195 kW,0 kg,491 L,€221 /km,"€106,200"
BMW,i5 M60 xDrive Touring (MY25),E,5,425 km,191 Wh/km,2425 kg,3.9 sec,485 km,81.2 kWh,136 kW,2000 kg,570 L,€257 /km,"€101,500"
Volvo,EX90 Twin Motor Performance (MY26),F,7,465 km,219 Wh/km,2725 kg,4.2 sec,547 km,102.0 kWh,200 kW,2200 kg,703 L,€216 /km,"€101,290"
Mercedes-Benz,EQS SUV 450+,F,7,500 km,217 Wh/km,2695 kg,6.7 sec,535 km,108.4 kWh,173 kW,750 kg,645 L,€236 /km,"€110,801"
Volvo,EC40 Twin Motor (MY26),C,5,400 km,198 Wh/km,2185 kg,4.8 sec,443 km,79.0 kWh,125 kW,1800 kg,435 L,€150 /km,"€61,290"
Cadillac,LYRIQ-V (MY26),E,5,400 km,228 Wh/km,2745 kg,3.3 sec,392 km,91.0 kWh,100 kW,1587 kg,588 L,€249 /km,"€99,640"
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY22-23),E,5,455 km,199 Wh/km,2525 kg,3.5 sec,491 km,90.6 kWh,141 kW,750 kg,430 L,€271 /km,"€109,777"
Ford,Mustang Mach-E GT (MY22),D,5,425 km,214 Wh/km,2348 kg,4.4 sec,397 km,91.0 kWh,86 kW,750 kg,619 L,€191 /km,"€77,200"
Mercedes-Benz,EQS 450 4MATIC,F,5,610 km,178 Wh/km,2630 kg,5.6 sec,677 km,108.4 kWh,173 kW,750 kg,620 L,€189 /km,"€113,359"
Volvo,EC40 Twin Motor (MY25),C,5,400 km,198 Wh/km,2185 kg,4.8 sec,443 km,79.0 kWh,125 kW,1800 kg,435 L,€160 /km,"€61,290"
BMW,i5 xDrive40 Touring,E,5,440 km,185 Wh/km,2405 kg,5.5 sec,502 km,81.2 kWh,136 kW,2000 kg,570 L,€183 /km,"€77,600"
Polestar,3 Rear Motor (MY26),E,5,440 km,200 Wh/km,2390 kg,6.5 sec,520 km,88.0 kWh,170 kW,1500 kg,508 L,€183 /km,"£69,990"
Mercedes-Benz,eVito Tourer Extra-Long 41 kWh,N,9,120 km,292 Wh/km,2285 kg,16.0 sec,85 km,35.0 kWh,0 kW,0 kg,1390 L,€461 /km,"€55,275"
Peugeot,e-Rifter XL 50 kWh,N,7,230 km,217 Wh/km,1901 kg,11.7 sec,239 km,50.0 kWh,80 kW,750 kg,1050 L,€175 /km,"€39,440"
Mercedes-Benz,EQT 200 Long,N,7,220 km,205 Wh/km,1944 kg,13.3 sec,221 km,45.0 kWh,50 kW,1500 kg,828 L,€213 /km,"€41,613"
GWM,ORA 07 Pro,D,5,350 km,184 Wh/km,2065 kg,8.2 sec,339 km,64.3 kWh,75 kW,0 kg,333 L,€127 /km,"€44,490"
Audi,Q8 Sportback e-tron 50 quattro,E,5,445 km,200 Wh/km,2585 kg,6.0 sec,472 km,89.0 kWh,146 kW,1800 kg,590 L,€177 /km,"€78,150"
Porsche,Taycan Turbo S,F,5,430 km,195 Wh/km,2370 kg,2.8 sec,549 km,83.7 kWh,216 kW,0 kg,450 L,€445 /km,"€197,740"
Porsche,Taycan GTS Sport Turismo,F,5,505 km,192 Wh/km,2385 kg,3.3 sec,655 km,97.0 kWh,262 kW,0 kg,489 L,€290 /km,"€148,600"
Citroën,ë-Jumpy Combi M 50 kWh,N,9,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,507 L,€270 /km,"€51,940"
Fisker,Ocean Sport,D,5,350 km,203 Wh/km,2300 kg,7.4 sec,391 km,71.0 kWh,100 kW,1090 kg,476 L,€124 /km,"€43,900"
Škoda,Enyaq Coupe 85x (MY24),C,5,455 km,169 Wh/km,2230 kg,6.6 sec,503 km,77.0 kWh,120 kW,1200 kg,570 L,€122 /km,"€53,400"
Peugeot,e-Traveller L2 50 kWh,N,9,180 km,257 Wh/km,2027 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,603 L,€294 /km,"€46,230"
Mercedes-Benz,EQV 300 Extra-Long,N,7,315 km,286 Wh/km,2735 kg,12.2 sec,291 km,90.0 kWh,96 kW,0 kg,1410 L,€276 /km,"€62,897"
Volkswagen,ID.5 Pure (MY24-25),C,5,320 km,163 Wh/km,1966 kg,8.9 sec,359 km,52.0 kWh,87 kW,1000 kg,549 L,€145 /km,"€45,270"
Mercedes-Benz,EQE SUV 350 4MATIC (MY25),E,5,435 km,208 Wh/km,2565 kg,6.0 sec,468 km,90.6 kWh,141 kW,1800 kg,520 L,€210 /km,"€89,548"
Volkswagen,e-Caravelle L2 160 kW 64 kWh,N,9,245 km,260 Wh/km,2568 kg,8.6 sec,247 km,63.8 kWh,75 kW,2000 kg,1000 L,€288 /km,"€69,175"
Lucid,Air Dream Edition P,F,5,670 km,176 Wh/km,2435 kg,2.7 sec,766 km,118.0 kWh,185 kW,0 kg,910 L,€328 /km,"€218,000"
Nissan,Ariya e-4ORCE 87kWh - 290 kW,C,5,405 km,215 Wh/km,2293 kg,5.1 sec,400 km,87.0 kWh,110 kW,1500 kg,415 L,€168 /km,"€71,490"
Peugeot,e-Rifter Long 50 kWh,N,7,200 km,232 Wh/km,1841 kg,11.7 sec,214 km,46.3 kWh,78 kW,750 kg,806 L,€207 /km,"€42,440"
Citroën,ë-Berlingo XL 50 kWh,N,7,205 km,226 Wh/km,1813 kg,11.7 sec,221 km,46.3 kWh,78 kW,750 kg,806 L,€204 /km,"€43,640"
Mercedes-Benz,eVito Tourer Long 60 kWh,N,9,210 km,286 Wh/km,2380 kg,12.0 sec,211 km,60.0 kWh,96 kW,0 kg,990 L,€333 /km,"€60,678"
Porsche,Taycan 4S,F,5,415 km,171 Wh/km,2215 kg,4.0 sec,525 km,71.0 kWh,183 kW,0 kg,491 L,€273 /km,"€114,559"
Porsche,Taycan 4S Plus,F,5,480 km,174 Wh/km,2295 kg,4.0 sec,613 km,83.7 kWh,216 kW,0 kg,491 L,€247 /km,"€120,081"
Peugeot,e-Traveller L3 75 kWh,N,9,265 km,260 Wh/km,2240 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€225 /km,"€53,230"
Volvo,XC40 Recharge Twin Pure Electric (MY23),C,5,350 km,214 Wh/km,2188 kg,4.9 sec,368 km,75.0 kWh,108 kW,1800 kg,450 L,€171 /km,"€56,150"
Porsche,Taycan Sport Turismo,F,5,380 km,187 Wh/km,2155 kg,5.4 sec,480 km,71.0 kWh,183 kW,0 kg,530 L,€251 /km,"€94,091"
Volkswagen,ID.5 GTX,C,5,405 km,190 Wh/km,2243 kg,6.3 sec,447 km,77.0 kWh,115 kW,1200 kg,549 L,€152 /km,"€56,455"
Porsche,Taycan 4S Cross Turismo,F,5,440 km,190 Wh/km,2320 kg,4.1 sec,557 km,83.7 kWh,216 kW,0 kg,530 L,€269 /km,"€119,914"
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY25),E,5,420 km,216 Wh/km,2690 kg,3.7 sec,453 km,90.6 kWh,141 kW,1800 kg,520 L,€335 /km,"€139,438"
Smart,EQ fortwo cabrio,A,2,95 km,176 Wh/km,1115 kg,11.8 sec,65 km,16.7 kWh,0 kW,0 kg,260 L,€263 /km,"€25,200"
Audi,e-tron S,E,5,320 km,270 Wh/km,2695 kg,4.5 sec,339 km,86.5 kWh,146 kW,1800 kg,660 L,€311 /km,"€93,800"
Citroën,ë-SpaceTourer M 50 kWh,N,9,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,507 L,€276 /km,"€53,640"
Opel,Zafira-e Life M 75 kWh,N,9,265 km,260 Wh/km,2131 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,unknown,€256 /km,"€69,250"
Audi,SQ8 Sportback e-tron,E,5,480 km,221 Wh/km,2725 kg,4.5 sec,493 km,106.0 kWh,144 kW,1800 kg,590 L,€221 /km,"€100,350"
Mercedes-Benz,EQE SUV 500 4MATIC (MY25),E,5,455 km,211 Wh/km,2615 kg,4.7 sec,482 km,96.0 kWh,141 kW,1800 kg,520 L,€222 /km,"€99,841"
Opel,Combo-e Life XL 50 kWh,N,7,200 km,232 Wh/km,1813 kg,11.7 sec,214 km,46.3 kWh,78 kW,750 kg,806 L,€212 /km,"€44,750"
Mercedes-Benz,EQS AMG 53 4MATIC+,F,5,535 km,203 Wh/km,2700 kg,3.4 sec,590 km,108.4 kWh,173 kW,750 kg,620 L,€321 /km,"€155,009"
Audi,Q4 Sportback e-tron 35,C,5,295 km,176 Wh/km,1970 kg,9.0 sec,314 km,52.0 kWh,70 kW,0 kg,535 L,€174 /km,"€46,700"
Porsche,Taycan Turbo,F,5,445 km,188 Wh/km,2380 kg,3.2 sec,568 km,83.7 kWh,216 kW,0 kg,450 L,€360 /km,"€164,420"
Ford,Mustang Mach-E Rally (MY25),D,5,415 km,219 Wh/km,2354 kg,3.9 sec,420 km,91.0 kWh,115 kW,750 kg,619 L,€184 /km,"€81,000"
Mercedes-Benz,EQV 300 Extra-Long,N,7,310 km,290 Wh/km,2660 kg,12.1 sec,285 km,90.0 kWh,96 kW,0 kg,1410 L,€254 /km,"€72,519"
Audi,Q4 Sportback e-tron 35,C,5,300 km,173 Wh/km,1990 kg,9.0 sec,341 km,52.0 kWh,90 kW,1000 kg,535 L,€159 /km,"€47,600"
Opel,Zafira Electric 50 kWh,N,9,180 km,257 Wh/km,2027 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,603 L,€268 /km,"€47,550"
Mercedes-Benz,EQE 500 4MATIC (MY25),E,5,505 km,179 Wh/km,2490 kg,4.4 sec,553 km,90.6 kWh,141 kW,1700 kg,430 L,€176 /km,"€84,764"
Volkswagen,e-Transporter Kombi L2 210 kW 64 kWh,N,9,250 km,255 Wh/km,2348 kg,7.4 sec,250 km,63.8 kWh,75 kW,2000 kg,1000 L,€272 /km,"€67,913"
Toyota,Proace Verso L 50 kWh,N,8,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,989 L,€304 /km,"€59,385"
Porsche,Taycan 4S Plus Sport Turismo,F,5,510 km,190 Wh/km,2350 kg,3.7 sec,655 km,97.0 kWh,262 kW,0 kg,530 L,€246 /km,"€127,322"
Porsche,Taycan Turbo S Sport Turismo,F,5,505 km,192 Wh/km,2395 kg,2.4 sec,655 km,97.0 kWh,262 kW,0 kg,489 L,€407 /km,"€210,800"
Volkswagen,e-Caravelle L2 210 kW 64 kWh,N,9,245 km,260 Wh/km,2568 kg,7.4 sec,247 km,63.8 kWh,75 kW,2000 kg,1000 L,€304 /km,"€71,216"
Renault,Zoe R90 Entry,B,5,140 km,166 Wh/km,1502 kg,14.5 sec,102 km,23.3 kWh,0 kW,0 kg,338 L,€198 /km,"€30,100"
DS,Automobiles DS 3 Crossback E-Tense,B,5,255 km,182 Wh/km,1598 kg,8.7 sec,278 km,46.3 kWh,78 kW,0 kg,350 L,€150 /km,"€38,690"
Volvo,EX40 Twin Motor Performance (MY25),C,5,385 km,205 Wh/km,2170 kg,4.6 sec,419 km,79.0 kWh,125 kW,1800 kg,441 L,€165 /km,"€62,890"
Lotus,Emeya S,F,5,520 km,190 Wh/km,2555 kg,4.2 sec,665 km,98.9 kWh,240 kW,2250 kg,543 L,€245 /km,"€126,950"
Volvo,EC40 Single Motor (MY26),C,5,360 km,186 Wh/km,2057 kg,7.3 sec,399 km,67.0 kWh,110 kW,1500 kg,435 L,€150 /km,"€54,390"
Tesla,Model X Performance,F,7,420 km,226 Wh/km,2572 kg,3.7 sec,413 km,95.0 kWh,100 kW,2250 kg,unknown,€242 /km,"€99,700"
Tesla,Model S P90DL,F,5,405 km,211 Wh/km,2262 kg,3.0 sec,401 km,85.5 kWh,90 kW,unknown,895 L,€327 /km,"€131,400"
Opel,Zafira-e Life L 75 kWh,N,9,265 km,260 Wh/km,2161 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,unknown,€261 /km,"€70,075"
ORA,Funky Cat GT,C,5,330 km,180 Wh/km,1615 kg,8.2 sec,300 km,59.3 kWh,55 kW,0 kg,228 L,€150 /km,"€49,490"
Porsche,Taycan 4S Sport Turismo,F,5,440 km,187 Wh/km,2270 kg,3.7 sec,546 km,82.3 kWh,195 kW,0 kg,530 L,€273 /km,"€121,800"
Mercedes-Benz,EQE SUV 350+ (MY25),E,5,475 km,202 Wh/km,2495 kg,6.4 sec,503 km,96.0 kWh,141 kW,750 kg,520 L,€185 /km,"€86,811"
Opel,Vivaro-e Combi M 50 kWh,N,9,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,507 L,€255 /km,"€50,992"
Toyota,Proace Shuttle L 75 kWh,N,9,265 km,260 Wh/km,2161 kg,13.1 sec,252 km,69.0 kWh,79 kW,1000 kg,980 L,€263 /km,"€69,795"
Hongqi,E-HS7 111 kWh AWD Pro,E,5,435 km,219 Wh/km,2608 kg,3.9 sec,510 km,95.3 kWh,210 kW,1500 kg,705 L,€172 /km,"€74,995"
Tesla,Model X P90DL,F,7,375 km,228 Wh/km,2524 kg,3.4 sec,366 km,85.5 kWh,90 kW,unknown,unknown,€382 /km,"€142,200"
Kia,e-Soul 39 kWh,B,5,230 km,170 Wh/km,1610 kg,9.9 sec,209 km,39.2 kWh,37 kW,0 kg,315 L,€156 /km,"€38,090"
Škoda,Enyaq Coupe iV 60 (MY23),C,5,345 km,168 Wh/km,2008 kg,8.8 sec,375 km,58.0 kWh,82 kW,1000 kg,575 L,€139 /km,"€47,990"
Volkswagen,ID.4 Pro 4MOTION,C,5,405 km,190 Wh/km,2221 kg,6.9 sec,440 km,77.0 kWh,115 kW,1200 kg,543 L,€121 /km,"€49,020"
Citroën,ë-SpaceTourer XL 75 kWh,N,9,265 km,260 Wh/km,2240 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€217 /km,"€53,230"
Mercedes-Benz,EQE SUV 300 (MY25),E,5,450 km,201 Wh/km,2445 kg,7.1 sec,485 km,90.6 kWh,141 kW,750 kg,520 L,€184 /km,"€83,479"
Mercedes-Benz,EQS 500 4MATIC,F,5,590 km,183 Wh/km,2615 kg,4.8 sec,655 km,107.8 kWh,173 kW,750 kg,610 L,€231 /km,"€125,378"
Volkswagen,e-Transporter Kombi L1 100 kW 64 kWh,N,9,255 km,250 Wh/km,2302 kg,12.8 sec,254 km,63.8 kWh,75 kW,2000 kg,800 L,€243 /km,"€62,719"
Mini,Cooper SE Convertible,B,4,165 km,175 Wh/km,1540 kg,8.2 sec,167 km,28.9 kWh,44 kW,0 kg,160 L,€370 /km,"€60,000"
Skywell,BE11 Standard Range,D,5,325 km,209 Wh/km,1955 kg,9.6 sec,296 km,68.0 kWh,50 kW,unknown,467 L,€131 /km,"£36,995"
Kia,e-Niro 39 kWh,C,5,235 km,167 Wh/km,1667 kg,9.8 sec,215 km,39.2 kWh,37 kW,0 kg,451 L,€150 /km,"€35,290"
Citroën,ë-SpaceTourer M 75 kWh,N,9,265 km,260 Wh/km,2131 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,507 L,€237 /km,"€59,640"
Opel,Zafira-e Life L 50 kWh,N,9,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,unknown,€321 /km,"€64,075"
Opel,Vivaro-e Combi L 50 kWh,N,9,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,912 L,€269 /km,"€51,825"
Ford,Mustang Mach-E SR AWD (MY22),D,5,345 km,203 Wh/km,2138 kg,6.3 sec,347 km,70.0 kWh,78 kW,750 kg,619 L,€191 /km,"€62,250"
Ford,Mustang Mach-E SR AWD (MY23),D,5,345 km,203 Wh/km,2138 kg,6.3 sec,347 km,70.0 kWh,78 kW,750 kg,619 L,€197 /km,"€69,200"
Opel,Combo Electric XL 50 kWh,N,7,230 km,217 Wh/km,1881 kg,11.3 sec,242 km,50.0 kWh,80 kW,750 kg,1050 L,€175 /km,"€39,600"
Hyundai,Kona Electric 39 kWh,B,5,245 km,160 Wh/km,1610 kg,9.7 sec,221 km,39.2 kWh,37 kW,0 kg,332 L,€135 /km,"€34,600"
Mercedes-Benz,EQS SUV 500 4MATIC,F,7,490 km,221 Wh/km,2805 kg,5.2 sec,521 km,108.4 kWh,173 kW,1800 kg,645 L,€278 /km,"€124,545"
Volkswagen,e-Transporter Kombi L1 160 kW 64 kWh,N,9,255 km,250 Wh/km,2302 kg,8.6 sec,254 km,63.8 kWh,75 kW,2000 kg,800 L,€253 /km,"€64,867"
Mercedes-Benz,EQE SUV 350+ (MY23),E,5,450 km,201 Wh/km,2430 kg,6.7 sec,485 km,90.6 kWh,141 kW,750 kg,520 L,€199 /km,"€86,811"
Porsche,Taycan Plus,F,5,485 km,173 Wh/km,2205 kg,5.4 sec,621 km,83.7 kWh,216 kW,0 kg,491 L,€206 /km,"€98,863"
Mercedes-Benz,EQV 250 Long,N,7,215 km,279 Wh/km,2594 kg,12.0 sec,199 km,60.0 kWh,60 kW,0 kg,1030 L,€272 /km,"€58,488"
Peugeot,e-Traveller L3 50 kWh,N,9,180 km,257 Wh/km,2056 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,989 L,€300 /km,"€47,230"
Lucid,Air Touring (MY25),F,5,605 km,159 Wh/km,2337 kg,3.6 sec,689 km,96.0 kWh,160 kW,0 kg,910 L,€192 /km,"€99,900"
Peugeot,e-Traveller Standard 50 kWh,N,9,185 km,250 Wh/km,1969 kg,13.1 sec,198 km,46.3 kWh,78 kW,1000 kg,603 L,€289 /km,"€53,640"
Ford,Mustang Mach-E SR RWD (MY22),D,5,375 km,187 Wh/km,2044 kg,6.9 sec,375 km,70.0 kWh,78 kW,750 kg,619 L,€156 /km,"€56,500"
Porsche,Taycan Turbo S Cross Turismo,F,5,485 km,200 Wh/km,2400 kg,2.5 sec,619 km,97.0 kWh,262 kW,0 kg,489 L,€425 /km,"€211,300"
Opel,Zafira Electric 75 kWh,N,9,265 km,260 Wh/km,2211 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€210 /km,"€53,550"
Peugeot,e-Traveller Long 75 kWh,N,9,265 km,260 Wh/km,2161 kg,14.3 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€243 /km,"€60,430"
Porsche,Taycan 4S Sport Turismo,F,5,370 km,192 Wh/km,2245 kg,4.0 sec,469 km,71.0 kWh,183 kW,0 kg,530 L,€308 /km,"€114,559"
Škoda,Enyaq Coupe 60 (MY24),C,5,345 km,168 Wh/km,2000 kg,8.8 sec,375 km,58.0 kWh,82 kW,1000 kg,570 L,€137 /km,"€46,850"
Mercedes-Benz,EQE AMG 43 4MATIC (MY24),E,5,450 km,201 Wh/km,2535 kg,4.2 sec,491 km,90.6 kWh,141 kW,1700 kg,430 L,€240 /km,"€104,756"
Peugeot,e-Traveller L2 75 kWh,N,9,265 km,260 Wh/km,2211 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€221 /km,"€52,230"
Volvo,EC40 Twin Motor Performance (MY26),C,5,400 km,198 Wh/km,2185 kg,4.6 sec,443 km,79.0 kWh,125 kW,1800 kg,435 L,€159 /km,"€64,390"
Volkswagen,e-Transporter Kombi L1 210 kW 64 kWh,N,9,255 km,250 Wh/km,2302 kg,7.4 sec,254 km,63.8 kWh,75 kW,2000 kg,800 L,€262 /km,"€66,908"
Volkswagen,e-Caravelle L2 100 kW 64 kWh,N,9,245 km,260 Wh/km,2568 kg,12.8 sec,247 km,63.8 kWh,75 kW,2000 kg,1000 L,€275 /km,"€67,027"
Audi,e-tron S Sportback,E,5,335 km,258 Wh/km,2695 kg,4.5 sec,354 km,86.5 kWh,146 kW,1800 kg,615 L,€303 /km,"€96,050"
Fiat,E-Ulysse L3 75 kWh,N,8,265 km,260 Wh/km,2167 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,800 L,€238 /km,"€62,990"
Citroën,ë-SpaceTourer M 50 kWh,N,9,180 km,257 Wh/km,2027 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,603 L,€274 /km,"€46,230"
Opel,Zafira Electric XL 75 kWh,N,9,265 km,260 Wh/km,2240 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€215 /km,"€54,550"
Ford,Mustang Mach-E SR AWD (MY24),D,5,350 km,207 Wh/km,2276 kg,6.2 sec,372 km,72.6 kWh,100 kW,750 kg,619 L,€165 /km,"€57,900"
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY25),E,5,450 km,201 Wh/km,2540 kg,3.5 sec,491 km,90.6 kWh,141 kW,1700 kg,430 L,€268 /km,"€110,706"
Tesla,Model S 70D,F,5,355 km,194 Wh/km,2183 kg,5.4 sec,369 km,69.0 kWh,95 kW,unknown,895 L,€251 /km,"€88,200"
Opel,Zafira-e Life M 50 kWh,N,9,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,unknown,€306 /km,"€63,250"
Toyota,Proace Shuttle M 50 kWh,N,9,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,550 L,€318 /km,"€58,895"
Citroën,ë-Jumpy Combi XL 75 kWh,N,9,265 km,260 Wh/km,2161 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,912 L,€222 /km,"€58,730"
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,N,9,205 km,293 Wh/km,2405 kg,12.0 sec,211 km,60.0 kWh,96 kW,0 kg,1390 L,€346 /km,"€61,571"
Volvo,EC40 Twin Motor Performance (MY25),C,5,400 km,198 Wh/km,2185 kg,4.6 sec,443 km,79.0 kWh,125 kW,1800 kg,435 L,€162 /km,"€64,390"
Volkswagen,e-Caravelle L1 210 kW 64 kWh,N,9,245 km,260 Wh/km,2523 kg,7.4 sec,247 km,63.8 kWh,75 kW,2000 kg,800 L,€300 /km,"€70,210"
Porsche,Taycan Plus Sport Turismo,F,5,445 km,188 Wh/km,2235 kg,5.4 sec,559 km,83.7 kWh,216 kW,0 kg,530 L,€227 /km,"€99,815"
Audi,Q4 Sportback e-tron 45 quattro,C,5,400 km,192 Wh/km,2215 kg,6.9 sec,442 km,76.6 kWh,115 kW,1200 kg,535 L,€149 /km,"€55,900"
Fiat,E-Ulysse L2 50 kWh,N,8,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,450 L,€303 /km,"€55,990"
Mercedes-Benz,eVito Tourer Long 60 kWh,N,8,220 km,273 Wh/km,2448 kg,12.0 sec,205 km,60.0 kWh,60 kW,0 kg,990 L,€311 /km,"€68,398"
Volkswagen,e-Caravelle L1 100 kW 64 kWh,N,9,245 km,260 Wh/km,2523 kg,12.8 sec,247 km,63.8 kWh,75 kW,2000 kg,800 L,€271 /km,"€66,021"
Porsche,Taycan Turbo S Sport Turismo,F,5,395 km,212 Wh/km,2400 kg,2.8 sec,501 km,83.7 kWh,216 kW,0 kg,489 L,€487 /km,"€198,692"
Audi,e-tron Sportback 50 quattro,E,5,295 km,219 Wh/km,2445 kg,6.8 sec,315 km,64.7 kWh,114 kW,1800 kg,615 L,€245 /km,"€71,350"
Opel,Zafira Electric XL 50 kWh,N,9,180 km,257 Wh/km,2056 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,989 L,€274 /km,"€48,550"
Ford,e-Tourneo Custom L1 210 kW,N,8,235 km,272 Wh/km,2557 kg,8.0 sec,233 km,64.0 kWh,70 kW,2000 kg,672 L,€322 /km,"€75,565"
Volkswagen,e-Transporter Kombi L2 160 kW 64 kWh,N,9,250 km,255 Wh/km,2348 kg,8.6 sec,250 km,63.8 kWh,75 kW,2000 kg,1000 L,€262 /km,"€65,872"
Tesla,Model S P90DL,F,5,405 km,211 Wh/km,2271 kg,3.0 sec,401 km,85.5 kWh,90 kW,unknown,895 L,€330 /km,"€129,600"
Genesis,GV60 Sport Plus (MY22-24),C,5,360 km,206 Wh/km,2220 kg,4.0 sec,456 km,74.0 kWh,200 kW,1600 kg,432 L,€209 /km,"€73,100"
